,Название,Сеть,Адрес,Город,Оборудование в магазине,Статус поддержки,tClients,name_combined,adr_tocheck,geometry.location.lat,geometry.location.lng,formatted_address,locality,administrative_area_level_2,administrative_area_level_1,route,street_number
168,137713,Теле-2,"г. Будённовск, ул. Октябрьская, д. 79 (ц. Рынок)",,137713_ESL-ZKong,На поддержке,"Ставропольский филиал ООО ""Т2 Мобайл""",137 713," г. Будённовск, ул. Октябрьская, д. 79 (ц. Рынок)",44.7822204,44.15636749999999,"Октябрьская ул., 79, Буденновск, Ставропольский край, Россия, 356800",Буденновск,город Буденновск,Ставропольский край,Октябрьская улица,79
169,142224,Теле-2,"г. Минеральные Воды, пр-т 22-го Партсъезда, д. 102 ТЦ Вершина",,142224_ESL-ZKong,На поддержке,"Ставропольский филиал ООО ""Т2 Мобайл""",142 224," г. Минеральные Воды, пр-т 22-го Партсъезда, д. 102 ТЦ Вершина",44.1934598,43.1306386,"пр. 22 Партсъезда, 102, Минеральные Воды, Ставропольский край, Россия, 357210",Минеральные Воды,город Минеральные Воды,Ставропольский край,проспект 22 Партсъезда,102
170,137361,Теле-2,"г. Пятигорск, пр-т Кирова, д. 65, ТЦ Галерея",,137361_ESL-ZKong,На поддержке,"Ставропольский филиал ООО ""Т2 Мобайл""",137 361," г. Пятигорск, пр-т Кирова, д. 65, ТЦ Галерея",44.0355735,43.0651967,"Кирова просп., 65, Пятигорск, Ставропольский край, Россия, 357502",Пятигорск,город Пятигорск,Ставропольский край,Кирова проспект,65
171,144357,Теле-2,"г. Пятигоск,  ул. Ессентукская, д. 31а,  ТЦ Вершина Плаза",,144357_ESL-ZKong,На поддержке,"Ставропольский филиал ООО ""Т2 Мобайл""",144 357," г. Пятигоск,  ул. Ессентукская, д. 31а,  ТЦ Вершина Плаза",44.0512101,43.0342651,"ул. Ессентукская, 31А, Пятигорск, Ставропольский край, Россия, 357538",Пятигорск,город Пятигорск,Ставропольский край,улица Ессентукская,31А
172,137618,Теле-2,"г. Ставрополь, ул.Дзержинского, д. 131, ЦУМ",,137618_ESL-ZKong,На поддержке,"Ставропольский филиал ООО ""Т2 Мобайл""",137 618," г. Ставрополь, ул.Дзержинского, д. 131, ЦУМ",45.0450892,41.9710178,"ул. Дзержинского, 131, Ставрополь, Ставропольский край, Россия, 355035",Ставрополь,город Ставрополь,Ставропольский край,улица Дзержинского,131
173,142788,Теле-2,"г. Ставрополь, пр-т Карла Маркса, д. 53 ТЦ Европейский",,142788_ESL-ZKong,На поддержке,"Ставропольский филиал ООО ""Т2 Мобайл""",142 788," г. Ставрополь, пр-т Карла Маркса, д. 53 ТЦ Европейский",45.0500839,41.9850861,"пр. Карла Маркса, 53, Ставрополь, Ставропольский край, Россия, 355008",Ставрополь,город Ставрополь,Ставропольский край,проспект Карла Маркса,53
174,139325,Теле-2,"г. Ставрополь, пр-т Карла Маркса, д. 98 (Цифровой пятак)",,139325_ESL-ZKong,На поддержке,"Ставропольский филиал ООО ""Т2 Мобайл""",139 325," г. Ставрополь, пр-т Карла Маркса, д. 98 (Цифровой пятак)",45.0462642,41.9741059,"пр. Карла Маркса, 98, Ставрополь, Ставропольский край, Россия, 355035",Ставрополь,город Ставрополь,Ставропольский край,проспект Карла Маркса,98
175,139768,Теле-2,"г. Ставрополь, ул. Доваторцев, д. 75А, ТЦ Космос",,139768_ESL-ZKong,На поддержке,"Ставропольский филиал ООО ""Т2 Мобайл""",139 768," г. Ставрополь, ул. Доваторцев, д. 75А, ТЦ Космос",44.9972489,41.922885,"ул. Доваторцев, 75А, Ставрополь, Ставропольский край, Россия, 355042",Ставрополь,город Ставрополь,Ставропольский край,улица Доваторцев,75А
176,142223,Теле-2,"г. Ставрополь, ул.Тухачевского, д. 16Б  Рынок",,142223_ESL-ZKong,На поддержке,"Ставропольский филиал ООО ""Т2 Мобайл""",142 223," г. Ставрополь, ул.Тухачевского, д. 16Б  Рынок",45.01329279999999,41.916898,"ул. Тухачевского, 16Б, Ставрополь, Ставропольский край, Россия, 355045",Ставрополь,город Ставрополь,Ставропольский край,улица Тухачевского,16Б
177,116172,Теле-2,"г. Геленджик, ул. Ленина, д. 1",,116172_ESL-SES,Нет активной поддержки,Краснодарский филиал Т2 МОБАЙЛ ООО,116 172," г. Геленджик, ул. Ленина, д. 1",44.56162579999999,38.0771748,"ул. Ленина, 1, Геленджик, Краснодарский край, Россия, 353460",Геленджик,город Геленджик,Краснодарский край,улица Ленина,1
178,820521,Теле-2,"г. Краснодар, Майкоп, ул. Пролетарская, д. 205",,820521_ESL-ZKong,Нет активной поддержки,Краснодарский филиал Т2 МОБАЙЛ ООО,820 521," г. Краснодар, Майкоп, ул. Пролетарская, д. 205",44.6076175,40.1046934,"Майкоп, Республика Адыгея, Россия",Майкоп,город Майкоп,Республика Адыгея,,
179,124127,Теле-2,"г. Краснодар, ул. Покрышкина, д. 34",,124127_ESL-ZKong,Нет активной поддержки,Краснодарский филиал Т2 МОБАЙЛ ООО,124 127," г. Краснодар, ул. Покрышкина, д. 34",45.1017958,38.980718,"ул. Александра Покрышкина, 34, Краснодар, Краснодарский край, Россия, 350019",Краснодар,город Краснодар,Краснодарский край,улица Александра Покрышкина,34
180,995810,Теле-2,"г. Краснодар, ул. Головатова, д. 313",,995810_ESL-SES,Архивный,Краснодарский филиал Т2 МОБАЙЛ ООО,995 810," г. Краснодар, ул. Головатова, д. 313",45.0393437,38.9744124,"ТЦ Галерея, ул. Володи Головатого, 313, Краснодар, Краснодарский край, Россия, 350000",Краснодар,город Краснодар,Краснодарский край,улица Володи Головатого,313
